field	NOUN	champ
near	ADP	proche
australia	PROPN	australie
video	NOUN	vidéo
need	VERB	nécessité
island	NOUN	île
form	VERB	forme
serve	VERB	servi
project	NOUN	projet
radio	NOUN	radiophonique
work	VERB	travaux
propose	VERB	proposée
every	DET	chaque
development	NOUN	developpement
example	NOUN	exemple
union	NOUN	syndicat
india	PROPN	inde
next	ADV	prochain
special	ADJ	spéciales
court	NOUN	tribunal
region	NOUN	région
little	ADJ	petit
short	ADJ	courte
william	PROPN	guillaume
province	NOUN	province
western	ADJ	occidentale
son	NOUN	fils
france	PROPN	france
council	NOUN	conseil
other	NOUN	autres
royal	ADJ	royale
current	ADJ	actuel
street	PROPN	rues
full	ADJ	complète
red	PROPN	rouges
too	ADV	trop
department	NOUN	département
san	PROPN	san
help	VERB	aidez
among	ADP	parmis
preserve	VERB	préservée
james	PROPN	james
open	VERB	ouverte
force	NOUN	forcer
position	NOUN	position
head	NOUN	tête
director	NOUN	directeur
father	PROPN	pére
track	VERB	piste
canada	PROPN	canada
never	ADV	jamais
australian	PROPN	australienne
george	PROPN	georges
level	NOUN	niveau
late	ADV	tardive
summer	NOUN	eté
society	NOUN	société
move	VERB	déplacé
office	NOUN	bureaux
period	NOUN	période
championship	NOUN	championnat
round	ADV	arrondi
story	NOUN	récit
various	ADJ	divers
file	VERB	dossier
land	NOUN	terre
business	NOUN	affaires
reason	NOUN	raisons
america	PROPN	amerique
million	NUM	millions
european	PROPN	européens
term	NOUN	terme
six	NUM	six
post	NOUN	publier
why	SCONJ	pourquoi
produce	VERB	produite
subject	NOUN	objet
young	ADJ	jeunes
total	NOUN	totale
david	PROPN	alain
science	NOUN	scientifique
relate	VERB	connexe
rock	NOUN	rocheux
archive	VERB	archivées
railway	NOUN	ferroviaire
lead	VERB	plomb
student	NOUN	étudiants
start	VERB	commencé
news	NOUN	nouveautés
describe	VERB	décrites
role	NOUN	rôle
election	NOUN	élection
present	VERB	actuel
indian	PROPN	indienne
kingdom	NOUN	royaume
important	ADJ	importante
northern	ADJ	septentrionale
love	NOUN	aime
run	VERB	courir
canadian	PROPN	canadiens
press	NOUN	appuyez
rather	ADV	plutôt
type	NOUN	taper
act	VERB	agir
editor	NOUN	rédacteur
come	VERB	vint
program	NOUN	programme
once	ADV	jadis
social	ADJ	sociale
germany	PROPN	allemagne
production	NOUN	production
male	NOUN	mâle
might	AUX	pourrait
similar	ADJ	similaires
professional	ADJ	professionnels
background	NOUN	fond
enough	ADV	suffisamment
either	ADV	soit
common	ADJ	commune
overlap	VERB	chevaucher
datum	NOUN	données
color	NOUN	couleur
well	ADV	meilleures
person	NOUN	personne
museum	NOUN	musées
battle	NOUN	bataille
go	VERB	allé
sport	NOUN	sportif
already	ADV	déja
currently	ADV	actuellement
hall	NOUN	hall
building	NOUN	bâtiments
historic	ADJ	historique
date	NOUN	date
consider	VERB	considérée
change	VERB	modifier
location	NOUN	localisation
seem	VERB	semble
must	AUX	doit
yes	INTJ	oui
our	PRON	notre
southern	ADJ	méridional
lose	VERB	perdu
something	PRON	quelquechose
review	NOUN	revue
together	ADV	ensemble
robert	PROPN	thierry
less	ADV	moins
japanese	NOUN	japonais
content	NOUN	contenu
involve	VERB	impliqué
board	NOUN	planche
japan	PROPN	japon
control	NOUN	contrôler
policy	NOUN	politiques
modern	ADJ	modernité
human	PROPN	humaine
half	NOUN	moitié
design	VERB	dessin
event	NOUN	évènement
available	ADJ	dispo
do	VERB	fait
washington	PROPN	washington
real	ADJ	réel
personal	ADJ	personnel
action	NOUN	action
space	NOUN	espace
star	NOUN	étoile
really	ADV	vraiment
china	PROPN	chine
possible	ADJ	possibles
paul	PROPN	paul
far	ADV	loin
minister	NOUN	ministre
lake	NOUN	lac
report	VERB	signalé
popular	ADJ	populaires
marry	VERB	mariées
found	VERB	fondé
europe	PROPN	europe
author	NOUN	auteure
away	ADV	loin
independent	ADJ	indépendant
process	NOUN	processus
character	NOUN	caractère
low	ADJ	basses
michael	PROPN	alain
light	ADJ	lumiere
big	ADJ	gros
want	VERB	veulent
episode	NOUN	épisode
republic	NOUN	république
thomas	PROPN	thomas
russian	PROPN	russes
thank	NOUN	merci
put	VERB	mis
race	NOUN	course
route	NOUN	itinéraire
record	VERB	enregistrées
civil	ADJ	civile
police	NOUN	policière
charle	NOUN	charle
list	VERB	listés
template	NOUN	gabarit
eastern	ADJ	orientale
body	NOUN	organisme
question	NOUN	question
italian	ADJ	italiennes
feature	VERB	vedette
week	NOUN	semaine
texas	PROPN	texas
chief	NOUN	chef
match	VERB	correspondance
roman	NOUN	romain
tour	VERB	visite
sea	NOUN	mer
cross	VERB	croisée
health	NOUN	sante
institute	PROPN	institut
cap	NOUN	casquettes
green	ADJ	verte
right	NOUN	droits
evidence	NOUN	preuve
originally	ADV	initialement
aircraft	NOUN	aéronefs
range	NOUN	gamme
probably	ADV	surement
consensus	NOUN	consensus
bar	NOUN	barreau
problem	NOUN	problème
look	VERB	regardez
issue	NOUN	problèmes
alumnus	NOUN	anciens
average	ADJ	moyen
network	NOUN	reseau
wife	NOUN	épouse
return	VERB	retourné
night	NOUN	soirée
magazine	NOUN	revue
centre	NOUN	centre
join	VERB	rejoints
usually	ADV	habituellement
middle	ADJ	milieu
complete	VERB	complété
elect	VERB	élue
significant	ADJ	significative
african	PROPN	africains
able	ADJ	capable
google	PROPN	google
stage	NOUN	étape
addition	NOUN	ajout
ireland	VERB	irlande
today	NOUN	hui
academy	NOUN	académie
saint	NOUN	sainte
self	NOUN	self
itself	PRON	soi
continue	VERB	continué
mother	NOUN	mère
appear	VERB	apparu
africa	PROPN	afrique
culture	NOUN	culture
spanish	PROPN	espagnol
grand	ADJ	grandiose
committee	NOUN	comité
thing	NOUN	choses
fire	NOUN	feu
gold	NOUN	doré
female	NOUN	femelle
course	NOUN	cours
direct	VERB	dirigé
month	NOUN	mois
chinese	PROPN	chinois
previous	ADJ	précédentes
develop	VERB	développées
size	NOUN	taille
mention	VERB	mentionnée
festival	NOUN	fête
peter	PROPN	pierre
basketball	NOUN	basket
performance	NOUN	performances
standard	NOUN	norme
mean	VERB	moyens
train	VERB	formation
artist	NOUN	artiste
word	NOUN	mot
blue	ADJ	bleu
primary	NOUN	primaire
announce	VERB	annoncé
value	NOUN	valeur
christian	PROPN	chrétiens
private	ADJ	privée
catholic	ADJ	catholique
view	NOUN	afficher
thus	ADV	ainsi
almost	ADV	presque
baseball	NOUN	baseball
seven	NUM	sept
ever	ADV	jamais
provide	VERB	fournir
technology	NOUN	technologique
olympic	NOUN	olympiades
future	NOUN	futures
census	NOUN	recensements
los	PROPN	los
result	NOUN	résultats
quality	NOUN	qualite
construction	NOUN	construction
zealand	PROPN	zélande
front	NOUN	avant
cover	VERB	couvercle
model	NOUN	modele
despite	SCONJ	malgré
read	VERB	lecture
material	NOUN	matériel
strong	ADJ	forte
coach	NOUN	entraineur
henry	PROPN	henri
footballer	NOUN	footballeurs
mark	NOUN	marquer
rev	VERB	rév
organization	NOUN	organisation
study	NOUN	etudes
federal	PROPN	fédéral
richard	PROPN	richard
virginia	PROPN	virginie
car	NOUN	voitures
attack	VERB	attaquez
conference	NOUN	conférences
outside	ADV	extérieur
study	VERB	etude
brother	NOUN	frangin
writer	NOUN	rédacteur
musical	ADJ	musicale
nothing	PRON	rien
border	NOUN	frontière
medical	ADJ	médicaux
past	NOUN	passées
interest	NOUN	intérêts
kill	VERB	tué
medal	NOUN	médaille
sign	VERB	signées
label	NOUN	libellé
fair	ADJ	foire
search	NOUN	chercher
bay	PROPN	baie
reference	NOUN	référence
especially	ADV	particulièrement
remove	VERB	retirée
library	NOUN	bibliothèque
eventually	ADV	éventuellement
management	NOUN	gestion
feature	NOUN	caractéristiques
navy	PROPN	marine
guitar	PROPN	guitare
hill	NOUN	colline
sure	ADV	sûre
historical	ADJ	historique
lower	ADV	abaisser
daughter	NOUN	fille
appoint	VERB	désignés
yet	ADV	pourtant
debut	PROPN	débuts
movement	NOUN	mouvements
specific	ADJ	spécifiques
always	ADV	tjrs
actor	NOUN	comédien
natural	ADJ	naturel
clear	ADJ	limpide
coast	PROPN	côte
let	VERB	let
chicago	PROPN	chicago
pennsylvania	PROPN	pennsylvanie
ten	NUM	rte
perform	VERB	effectué
individual	NOUN	individuelle
rule	NOUN	règle
etc	X	etc
paris	PROPN	paris
brown	PROPN	marron
hand	VERB	main
reliable	ADJ	fiable
smith	PROPN	forgeron
generally	ADV	généralement
base	NOUN	base
sometimes	ADV	quelquefois
florida	PROPN	floride
capital	NOUN	majuscule
valley	PROPN	vallée
bank	NOUN	banques
ground	NOUN	moulu
reach	VERB	atteints
italy	PROPN	italie
energy	NOUN	énergie
believe	VERB	croyez
leader	NOUN	meneur
active	ADJ	actif
online	NOUN	online
block	VERB	bloquer
bridge	NOUN	pont
change	NOUN	modifications
industry	NOUN	industrie
collection	NOUN	ramassage
request	NOUN	demander
soon	ADV	bientôt
olympic	PROPN	olympique
sell	VERB	vendues
professor	NOUN	professeur
studio	NOUN	studio
mexico	PROPN	mexique
competition	NOUN	compétition
campaign	NOUN	campagne
org	NOUN	org
theatre	NOUN	théatre
particular	ADJ	particulière
empire	NOUN	empire
length	NOUN	longueur
island	VERB	îles
singer	NOUN	chanteur
redirect	VERB	rediriger
additional	ADJ	supplémentaire
soviet	PROPN	soviétique
market	NOUN	marché
producer	NOUN	producteur
hockey	NOUN	hockey
code	NOUN	code
referee	VERB	arbitres
fourth	ADJ	quatrième
van	PROPN	camionnette
mary	PROPN	marie
airport	NOUN	aéroports
sound	VERB	sonore
status	NOUN	état
irish	PROPN	irlandaise
place	VERB	placés
idea	NOUN	idée
foreign	ADJ	étranger
municipality	NOUN	municipalité
register	VERB	enregistrer
eight	NUM	huit
native	ADJ	indigènes
coverage	NOUN	couverture
channel	NOUN	canal
parliament	NOUN	parlement
username	VERB	identifiant
edition	NOUN	édition
minor	ADJ	mineures
foundation	NOUN	fondement
unit	NOUN	unités
movie	NOUN	film
ice	NOUN	verglas
simply	ADV	simplement
limit	VERB	limitée
previously	ADV	auparavant
state	VERB	déclaré
governor	NOUN	gouverneure
complete	ADJ	complète
test	NOUN	essai
nominate	VERB	nominée
bill	NOUN	facture
vocal	NOUN	chant
theory	NOUN	théories
regional	ADJ	régionales
account	NOUN	compte
vote	VERB	votez
computer	NOUN	ordinateurs
none	NOUN	aucun
carolina	PROPN	caroline
tournament	NOUN	tournois
poland	PROPN	pologne
behind	ADP	derrière
wale	NOUN	galles
lot	NOUN	lot
hospital	NOUN	hopital
mid	VERB	mid
mountain	NOUN	montagne
angele	NOUN	angele
replace	VERB	remplacé
food	NOUN	alimentaire
multiple	ADJ	multiples
likely	ADV	probable
sir	PROPN	messire
square	ADJ	carré
try	VERB	essaie
topic	NOUN	thème
officer	NOUN	officier
greek	NOUN	grecs
recent	ADJ	récents
send	VERB	envoyés
copyright	NOUN	copyright
speed	NOUN	vitesses
money	NOUN	monnaie
senior	ADJ	seniors
select	VERB	sélectionnés
introduce	VERB	introduit
politician	NOUN	politicien
true	ADJ	vrais
require	VERB	exigée
regular	ADJ	ordinaire
award	VERB	décerné
commercial	NOUN	commerciaux
contain	VERB	contient
trade	NOUN	commerce
degree	NOUN	diplôme
anti	X	anti
birth	NOUN	naissance
sun	PROPN	dim
finish	VERB	fini
rugby	NOUN	rugby
earth	NOUN	terre
access	NOUN	accès
prior	ADV	prieur
journal	PROPN	revue
software	NOUN	logiciel
famous	ADJ	fameux
religious	ADJ	religieux
martin	PROPN	martine
god	PROPN	dieu
bit	NOUN	bits
hour	NOUN	horaires
bring	VERB	apporté
miss	VERB	manquants
economic	ADJ	économique
structure	NOUN	structure
rural	ADJ	rurales
remain	VERB	resta
decision	NOUN	décision
certain	ADJ	certaine
hit	VERB	touché
minute	NOUN	minute
spain	PROPN	espagne
whole	ADJ	entiers
joseph	PROPN	joseph
lord	PROPN	seigneur
web	NOUN	enchaînement
decide	VERB	décidée
operation	NOUN	opérations
function	NOUN	fonctions
louis	NOUN	louis
assembly	NOUN	assemblée
queen	NOUN	reine
security	NOUN	securité
ohio	PROPN	ohio
own	VERB	possédée
jan	PROPN	yann
successful	ADJ	réussi
legal	ADJ	juridique
russia	PROPN	russie
prince	PROPN	prince
jewish	PROPN	juives
staff	NOUN	personnel
establishment	NOUN	établissements
towards	ADP	vers
agree	VERB	convenir
bad	ADJ	méchant
attendance	NOUN	fréquentation
populate	VERB	peuplée
nature	NOUN	nature
allow	VERB	autorisé
captain	NOUN	capitaine
mount	VERB	monter
calculate	VERB	calculées
hard	ADV	difficiles
manager	NOUN	gestionnaire
meet	VERB	rencontrez
box	PROPN	coffret
democratic	ADJ	démocratique
success	NOUN	succes
associate	VERB	associée
single	VERB	célibataire
traditional	ADJ	traditionnelles
rest	NOUN	repos
highway	NOUN	route
particularly	ADV	particulièrement
wide	ADV	large
care	VERB	soins
admin	VERB	administrateur
cultural	ADJ	culturels
commission	NOUN	commission
plan	NOUN	planifier
practice	VERB	pratiquer
command	VERB	commandement
nomination	NOUN	candidatures
jersey	PROPN	maillot
michigan	PROPN	michigan
anyone	PRON	quiconque
approximately	ADV	approximativement
master	NOUN	maitre
usa	PROPN	usa
stop	VERB	arrêt
engine	NOUN	moteur
response	NOUN	réponse
illinois	PROPN	illinois
experience	VERB	expériences
engineering	NOUN	ingénierie
silver	NOUN	argent
separate	ADJ	distinct
secretary	NOUN	secrétaire
dutch	VERB	hollandaise
lee	PROPN	lee
prime	ADJ	prime
upload	VERB	téléchargés
youth	NOUN	jeunesse
scotland	PROPN	écosse
iii	PROPN	iii
heart	NOUN	cœur
room	NOUN	salle
stone	NOUN	pierre
deal	NOUN	aubaine
drama	NOUN	drame
dead	ADJ	morts
key	ADJ	touche
shot	VERB	coup
turn	VERB	tourne
occupation	NOUN	profession
scottish	ADJ	ecossais
executive	NOUN	exécutif
plant	NOUN	végétal
promote	VERB	promue
internet	NOUN	internet
feel	VERB	sentir
merge	VERB	fusionner
mostly	ADV	principalement
numerous	ADJ	nombreux
ancient	ADJ	antiquité
attempt	NOUN	tenter
property	NOUN	biens
picture	NOUN	photo
finally	ADV	enfin
fiction	NOUN	fictions
secondary	ADJ	secondaires
nation	NOUN	nation
majority	NOUN	majorité
edward	PROPN	édouard
annual	ADJ	annuelle
digital	ADJ	numérique
mission	NOUN	mission
claim	VERB	réclamation
seat	NOUN	banquette
bbc	VERB	bbc
profile	NOUN	profil
dance	VERB	danse
georgia	PROPN	géorgie
port	NOUN	port
pacific	PROPN	pacifique
castle	NOUN	château
pass	VERB	passer
transport	NOUN	transports
ratio	NOUN	ratio
recently	ADV	récent
fall	VERB	tomber
global	ADJ	mondiale
era	NOUN	eer
wing	NOUN	escadre
opinion	NOUN	avis
commander	NOUN	commandeur
fort	NOUN	fort
effect	NOUN	effets
fine	ADJ	amende
purpose	NOUN	objet
winter	NOUN	hiver
genus	NOUN	genre
congress	PROPN	congrès
overall	ADJ	globale
activity	NOUN	activités
income	NOUN	revenu
massachusetts	PROPN	massachusetts
peak	NOUN	apogée
lack	VERB	manque
bass	NOUN	contrebasse
super	X	super
complex	ADJ	complexe
academic	ADJ	académiques
appearance	NOUN	apparence
asian	PROPN	asiatiques
ask	VERB	demandé
friend	NOUN	amies
kind	VERB	aimable
financial	ADJ	financière
entry	NOUN	entrée
asia	PROPN	asie
sense	NOUN	sens
actress	NOUN	comédienne
map	NOUN	cartes
intend	VERB	destiné
bishop	PROPN	évêques
boston	PROPN	boston
rate	NOUN	taux
literature	NOUN	littérature
forest	NOUN	forestier
voice	NOUN	voix
jack	PROPN	valet
pre	VERB	pré
justice	NOUN	justice
champion	NOUN	championne
double	VERB	doubler
polish	PROPN	polonaise
columbia	PROPN	colombie
temple	PROPN	tempe
defeat	VERB	vaincu
administration	NOUN	administration
jones	PROPN	jones
parish	VERB	paroisse
israel	PROPN	israël
sister	NOUN	soeur
nine	NUM	neuf
score	VERB	marqué
table	NOUN	tableau
attend	VERB	participé
pop	VERB	pop
newspaper	NOUN	journal
unknown	ADJ	inconnue
winner	NOUN	vainqueur
chart	NOUN	graphique
initially	ADV	initialement
loss	NOUN	perte
architecture	NOUN	architecture
relation	NOUN	relation
upper	ADJ	supérieure
support	VERB	supportés
track	NOUN	morceaux
contract	NOUN	contrat
face	VERB	visage
directly	ADV	directement
spend	VERB	dépensé
girl	NOUN	fille
clearly	ADV	manifestement
junior	NOUN	juniors
francisco	NOUN	francisco
politic	NOUN	politiques
mar	PROPN	mar
cause	VERB	causée
volume	NOUN	volume
tom	PUNCT	tom
flight	NOUN	vol
candidate	NOUN	candidats
match	NOUN	correspondances
except	SCONJ	sauf
oil	NOUN	huiles
assistant	NOUN	adjointe
surface	NOUN	surface
victory	NOUN	victoire
regiment	NOUN	régiment
represent	VERB	représentées
speedy	ADJ	prompt
branch	NOUN	succursale
retire	VERB	retraités
paper	NOUN	papier
victoria	PROPN	victoria
metal	NOUN	métal
wrong	ADJ	faux
frank	PROPN	franck
mile	NOUN	milles
launch	VERB	lancée
mass	ADJ	masse
chairman	NOUN	président
comedy	NOUN	comédie
relationship	NOUN	relation
knowledge	NOUN	connaissances
format	NOUN	formater
creek	PROPN	crique
fail	VERB	échec
draft	VERB	brouillons
fight	VERB	lutte
figure	NOUN	chiffre
faculty	NOUN	professeurs
camp	NOUN	campement
variety	NOUN	variété
owner	NOUN	propriétaire
statistic	NOUN	statistiques
raise	VERB	élevé
heavy	ADJ	lourde
alexander	PROPN	aleksandr
alone	ADV	seul
understand	VERB	comprenez
educational	ADJ	éducatif
daily	ADV	quotidien
williams	PROPN	williams
latin	PROPN	latine
completely	ADV	complètement
product	NOUN	produits
dark	ADJ	noir
attention	NOUN	attention
religion	NOUN	religieux
von	PROPN	von
mind	NOUN	esprit
oppose	VERB	opposer
corps	NOUN	corps
administrative	ADJ	administratif
cut	VERB	couper
scott	PROPN	scott
jean	PROPN	jean
mayor	NOUN	bourgmestre
pro	ADJ	pro
beach	VERB	plage
descent	NOUN	ascendance
nearly	ADV	presque
highly	ADV	hautement
cast	NOUN	jeté
territory	NOUN	territoire
form	NOUN	formes
joe	PROPN	joe
inside	ADP	interieur
solid	ADJ	solides
authority	NOUN	autorité
del	VERB	del
cost	VERB	coût
vice	NOUN	mœurs
drive	VERB	lecteur
notice	VERB	remarque
johnson	PROPN	johnson
force	VERB	forcé
basis	NOUN	base
photo	NOUN	photographies
hope	NOUN	espère
log	VERB	bûche
parent	NOUN	parents
enter	VERB	entré
mike	PROPN	mike
basic	ADJ	basiques
scientific	ADJ	scientifiques
amount	NOUN	montant
spring	NOUN	printemps
oxford	PROPN	oxford
kong	PROPN	kong
opera	NOUN	opéra
critical	ADJ	critique
simple	ADJ	simples
founder	NOUN	fondateur
hong	PROPN	hong
tell	VERB	racontée
husband	NOUN	époux
useful	ADJ	utile
technical	ADJ	technique
necessary	ADJ	nécessaires
operate	VERB	fonctionné
importance	NOUN	importance
musician	NOUN	musiciens
hotel	NOUN	hôtel
crew	NOUN	équipage
boy	PROPN	garçon
ontario	PROPN	ontario
defense	NOUN	défense
wiki	NOUN	wiki
golden	ADJ	dorée
faith	NOUN	foi
race	VERB	course
mainly	ADV	principalement
auto	NOUN	automatique
swedish	ADJ	suédoise
hot	ADJ	chaud
entertainment	NOUN	divertissements
net	NOUN	filets
soccer	NOUN	football
creation	NOUN	création
tower	NOUN	tour
increase	VERB	augmentées
vote	NOUN	voix
squadron	NOUN	escadrille
contemporary	ADJ	contemporains
focus	VERB	concentrer
marriage	NOUN	mariage
naval	ADJ	navale
detail	NOUN	détails
forward	ADV	forward
memorial	VERB	commémoration
peace	NOUN	paix
iran	PROPN	iranienne
korea	PROPN	corée
analysis	NOUN	analyses
poor	ADJ	pauvre
grade	NOUN	grade
cricket	NOUN	criquets
judge	NOUN	magistrat
electric	PROPN	électrique
exist	VERB	existent
corporation	NOUN	sociétés
campus	NOUN	campus
brazil	PROPN	brésil
chris	PROPN	christophe
fifth	ADJ	cinquième
increase	NOUN	augmenter
summary	VERB	sommaire
statement	NOUN	énoncé
broadcast	VERB	diffusion
piano	NOUN	piano
novel	NOUN	romans
resolution	NOUN	résolution
concept	NOUN	notions
alternative	NOUN	alternatif
attack	NOUN	attaques
encyclopedia	NOUN	encyclopédie
republican	PROPN	républicaine
representative	NOUN	représentants
difficult	ADJ	difficiles
ability	NOUN	capacité
host	NOUN	hôte
wall	NOUN	paroi
immediately	ADV	immédiatement
urban	ADJ	urbain
pakistan	PROPN	pakistan
marine	NOUN	marin
physical	ADJ	physique
dec	PROPN	déc
troop	NOUN	troupes
interview	NOUN	entrevue
semi	ADV	semi
suggest	VERB	proposer
emperor	NOUN	empereur
letter	NOUN	lettre
couple	NOUN	couple
duke	NOUN	duc
gallery	NOUN	galerie
window	NOUN	vitres
tree	NOUN	sapin
jazz	NOUN	jazz
protection	NOUN	protection
relevant	ADJ	pertinente
count	VERB	compter
situation	NOUN	situation
classical	ADJ	classique
offer	VERB	offerts
lady	PROPN	madame
netherland	NOUN	hollande
influence	NOUN	influencer
address	NOUN	allocution
linear	VERB	linéaires
machine	NOUN	machine
domain	NOUN	domaine
element	NOUN	éléments
minnesota	PROPN	minnesota
sydney	NOUN	sydney
ministry	NOUN	ministère
blood	NOUN	sang
distance	NOUN	éloignement
